id;mission_task_id;collaborateur_id;heures_planifiees;heures_effectuees;taux_horaire;statut;created_at;updated_at
b4f00c67-2183-43d6-a52a-0b694ad41815;7cc8aebe-ef8e-44ce-83d3-d40e6e0f1212;c4c21aae-fb93-4a90-8e3f-20b14f1534ce;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
33a49852-e216-4768-8432-1fc7954a7c7c;7cc8aebe-ef8e-44ce-83d3-d40e6e0f1212;c7d9bed0-1408-4f38-9227-23190fb5612b;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
08393d69-05b3-45a0-822d-b8ac44f4b718;4e09290c-3d82-4c6d-9ad4-209e8ca2c3e6;e0e81bea-f49a-4df1-9d45-1bdadb615af0;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
f4e8aeb0-ae08-411d-9e79-871c8496547f;4e09290c-3d82-4c6d-9ad4-209e8ca2c3e6;2f5b23db-393c-4414-9fc6-aa89330d8d57;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
95363109-37d3-490d-bba9-9e1d41ad316a;4e09290c-3d82-4c6d-9ad4-209e8ca2c3e6;2bee0d70-6b0e-4647-8bcb-bd24621c6896;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
be2121f5-fd74-4523-a643-f6116178f8aa;4e09290c-3d82-4c6d-9ad4-209e8ca2c3e6;f0098b3d-5665-42d2-bf9b-d7d15905146a;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
ddc8e61c-93fe-4cd2-a1cb-9a02dd700973;4e09290c-3d82-4c6d-9ad4-209e8ca2c3e6;9415dddf-0332-47d6-b5d6-67da8e07ccd4;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
8483695b-2112-4c02-bf9e-930f395f762a;4e09290c-3d82-4c6d-9ad4-209e8ca2c3e6;5248737d-3e5c-41bf-8e4b-0c30d0674664;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
0e4eb69b-bd6b-4dd4-aabb-e410953d4d4f;4e09290c-3d82-4c6d-9ad4-209e8ca2c3e6;c4c21aae-fb93-4a90-8e3f-20b14f1534ce;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
11038728-35eb-4e35-ac8c-a16985ad678d;ec4dc3e4-4953-4d4c-a857-bfdca3278c8d;e0e81bea-f49a-4df1-9d45-1bdadb615af0;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
affad8f8-d0c0-475a-b847-69858493d849;ec4dc3e4-4953-4d4c-a857-bfdca3278c8d;2f5b23db-393c-4414-9fc6-aa89330d8d57;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
e4765072-d1da-43bb-ad6b-e26dc8a7dab2;ec4dc3e4-4953-4d4c-a857-bfdca3278c8d;9415dddf-0332-47d6-b5d6-67da8e07ccd4;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
52102773-1cef-4554-a8e4-9506dbe617dc;ec4dc3e4-4953-4d4c-a857-bfdca3278c8d;2bee0d70-6b0e-4647-8bcb-bd24621c6896;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
abd5157b-a6e4-4ad2-a5f5-3c802183d1da;ec4dc3e4-4953-4d4c-a857-bfdca3278c8d;d41e51cf-efb4-4543-a196-bdbd93631cd0;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
c9609c93-5139-4687-b47c-474436c27cbb;ec4dc3e4-4953-4d4c-a857-bfdca3278c8d;c7d9bed0-1408-4f38-9227-23190fb5612b;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
bf6f5c39-10de-4901-bc71-a3fd765b60c4;ec4dc3e4-4953-4d4c-a857-bfdca3278c8d;5248737d-3e5c-41bf-8e4b-0c30d0674664;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
f024e32a-e6c1-4e9d-9c4a-d286ec28ce62;ec4dc3e4-4953-4d4c-a857-bfdca3278c8d;0cb8e0c0-e79c-4f3f-ac42-d7ecb52b1adc;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
0c2d2a3f-4953-48c1-899d-7d1487887039;ec4dc3e4-4953-4d4c-a857-bfdca3278c8d;f0098b3d-5665-42d2-bf9b-d7d15905146a;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
7644e6f6-1ece-4a28-bb63-3605ca1c7bff;ec4dc3e4-4953-4d4c-a857-bfdca3278c8d;c4c21aae-fb93-4a90-8e3f-20b14f1534ce;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
5c51719f-d181-4b58-a839-a6219e88ea3c;fc084ba8-5e19-41e1-aee8-a0340b36455b;e0e81bea-f49a-4df1-9d45-1bdadb615af0;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
fede9f7f-e888-4525-b24e-b7fc2fa25fcd;fc084ba8-5e19-41e1-aee8-a0340b36455b;2f5b23db-393c-4414-9fc6-aa89330d8d57;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
a0345fb0-8744-4de3-a0fb-a296045e4d81;fc084ba8-5e19-41e1-aee8-a0340b36455b;d41e51cf-efb4-4543-a196-bdbd93631cd0;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
30368512-48e8-48a1-92b9-7b899d1b3e69;fc084ba8-5e19-41e1-aee8-a0340b36455b;f0098b3d-5665-42d2-bf9b-d7d15905146a;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
ab98ce7f-680f-4a33-a105-83ea6d8195d3;fc084ba8-5e19-41e1-aee8-a0340b36455b;9415dddf-0332-47d6-b5d6-67da8e07ccd4;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
e53d2a0a-505c-41f5-a71f-bde162a98f1c;fc084ba8-5e19-41e1-aee8-a0340b36455b;c7d9bed0-1408-4f38-9227-23190fb5612b;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
f9c84cf1-c417-41ed-90af-9e6502f026ae;fc084ba8-5e19-41e1-aee8-a0340b36455b;2bee0d70-6b0e-4647-8bcb-bd24621c6896;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
d9ef9874-66f4-4291-8ad7-c1c1aa33a495;fc084ba8-5e19-41e1-aee8-a0340b36455b;5248737d-3e5c-41bf-8e4b-0c30d0674664;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
2624e92f-a7b0-4689-a1ac-0b8fd977f7d5;fc084ba8-5e19-41e1-aee8-a0340b36455b;c4c21aae-fb93-4a90-8e3f-20b14f1534ce;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
79bc6a30-1aeb-4162-8081-538b4d838b70;4e1fbd41-e7a5-40bc-8cee-123c051b53ff;e0e81bea-f49a-4df1-9d45-1bdadb615af0;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
9433c2be-8871-46d1-bde0-5d2be7f55725;4e1fbd41-e7a5-40bc-8cee-123c051b53ff;2f5b23db-393c-4414-9fc6-aa89330d8d57;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
ded3aa1e-1e3f-4f54-ae76-596e1c81602d;4e1fbd41-e7a5-40bc-8cee-123c051b53ff;2bee0d70-6b0e-4647-8bcb-bd24621c6896;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
5a9f8215-0cb4-4a6f-846a-d3ddec54dca0;4e1fbd41-e7a5-40bc-8cee-123c051b53ff;9415dddf-0332-47d6-b5d6-67da8e07ccd4;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
8662e7ae-a68b-42ef-a7bc-f29995009f39;4e1fbd41-e7a5-40bc-8cee-123c051b53ff;068b6de3-15e7-44f7-9681-a58629dc6b71;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
d692c386-21b3-4b8b-a08f-cb2b1d3b64df;4e1fbd41-e7a5-40bc-8cee-123c051b53ff;d41e51cf-efb4-4543-a196-bdbd93631cd0;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
1403658c-abc3-4e4b-ab80-859710f0315d;4e1fbd41-e7a5-40bc-8cee-123c051b53ff;f0098b3d-5665-42d2-bf9b-d7d15905146a;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
5e1f87eb-8d13-4111-9a44-22f006ee6726;4e1fbd41-e7a5-40bc-8cee-123c051b53ff;c4c21aae-fb93-4a90-8e3f-20b14f1534ce;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
515c70e5-2533-40ed-b5f6-fc50eb34e618;4e1fbd41-e7a5-40bc-8cee-123c051b53ff;c7d9bed0-1408-4f38-9227-23190fb5612b;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
c6ae8a4b-91bc-48f8-8212-e3f999baf95a;4e1fbd41-e7a5-40bc-8cee-123c051b53ff;5248737d-3e5c-41bf-8e4b-0c30d0674664;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
f6a92314-9fee-4812-9537-52f5f3188831;add34f0b-e2a5-4b4f-a806-67e43d49f9c3;2f5b23db-393c-4414-9fc6-aa89330d8d57;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
e8f60062-bbf2-4afa-9581-53fc7a694c12;add34f0b-e2a5-4b4f-a806-67e43d49f9c3;068b6de3-15e7-44f7-9681-a58629dc6b71;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
02ecc5c0-50a1-4276-936c-acc002213717;add34f0b-e2a5-4b4f-a806-67e43d49f9c3;f0098b3d-5665-42d2-bf9b-d7d15905146a;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
fa995bd1-5252-472a-a957-b2e462be0cb3;add34f0b-e2a5-4b4f-a806-67e43d49f9c3;d41e51cf-efb4-4543-a196-bdbd93631cd0;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
10698496-1f37-491f-a48d-8f55de11ef12;a312ed71-d838-4c95-be3a-1efac016d1e1;2f5b23db-393c-4414-9fc6-aa89330d8d57;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
34704218-2310-4746-8a3b-1bfdd7a23df2;a312ed71-d838-4c95-be3a-1efac016d1e1;068b6de3-15e7-44f7-9681-a58629dc6b71;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
12ad0d6a-31f3-420c-8426-d7d8d50b7da5;939304c0-fb45-489c-862e-9de82b285452;2f5b23db-393c-4414-9fc6-aa89330d8d57;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
