id;source_id;name;industry;email;phone;website;country;city;address;siret;size_label;created_at;updated_at;sigle;contact_nom;contact_tel;contact_email;admin_nom;admin_contact;admin_email
5b33fd6b-5fe2-44dc-8770-ec63ec57caad;df6d2c82-f638-461a-a140-eedcb1eacd46;ACTIVA VIE;ASSURANCE;;3434503;;;DOUALA;PROVINCES REUNIES;;;Sun Dec 07 2025 12:12:08 GMT-0500 (UTC−05:00);Sun Dec 07 2025 12:17:49 GMT-0500 (UTC−05:00);ACTIVA VIE;;;;;;
86c186e4-ff02-4145-809c-11ef3cfd4a70;df6d2c82-f638-461a-a140-eedcb1eacd46;ALLIANZ CAMEROUN ASSURANCES;ASSURANCE;;3429203;;;DOUALA;RUE MANGA BELL;;;Sun Dec 07 2025 12:12:08 GMT-0500 (UTC−05:00);Sun Dec 07 2025 12:17:49 GMT-0500 (UTC−05:00);ALLIANZ ASSURANCES;;;;;;
dc2e87f9-41c0-46da-90d5-207b7e056323;df6d2c82-f638-461a-a140-eedcb1eacd46;AXA ASSURANCES;ASSURANCE;;3423159;;;DOUALA;BOULEVARD DE LA LIBERTE;;;Sun Dec 07 2025 12:12:08 GMT-0500 (UTC−05:00);Sun Dec 07 2025 12:17:49 GMT-0500 (UTC−05:00);AXA ASSURANCES;;;;;;
7ef00ee8-a191-4b48-bff6-2eb9766691e6;df6d2c82-f638-461a-a140-eedcb1eacd46;GARANTI MUTUEL DES CADRES;ASSURANCE;;3422133;;;DOUALA;DOUALA;;;Sun Dec 07 2025 12:12:08 GMT-0500 (UTC−05:00);Sun Dec 07 2025 12:17:49 GMT-0500 (UTC−05:00);GARANTI MUTUEL DES CADRES;;;;;;
52c361c6-51f8-4158-80ef-91e5fbfcc962;df6d2c82-f638-461a-a140-eedcb1eacd46;SOCIETE AFRICAINE D'ASSURANCE ET DE REASSURANCE VIE;ASSURANCE;;2233164;;;DOUALA;HYPODROMR RUE FOE;;;Sun Dec 07 2025 12:12:08 GMT-0500 (UTC−05:00);Sun Dec 07 2025 12:17:49 GMT-0500 (UTC−05:00);SAAR VIE;;;;;;
b83986dc-20f7-4741-99b1-6d7a04a3802b;df6d2c82-f638-461a-a140-eedcb1eacd46;BENEFICIAL LIFE INSURANCE;ASSURANCES;;3428408;;;DOUALA;BONAKOUAMOUANG;;;Sun Dec 07 2025 12:12:08 GMT-0500 (UTC−05:00);Sun Dec 07 2025 12:17:49 GMT-0500 (UTC−05:00);BENEFICIAL LIFE INSURANCE;;;;;;
986e1328-1e54-4c8a-90b2-008f57a63bf1;df6d2c82-f638-461a-a140-eedcb1eacd46;SOSIETE INTERAFRICAINE D'ASSURANCES;ASSURANCES;;33433113;;;DOUALA;ANCIEN IMMEUBLE SAGA;;;Sun Dec 07 2025 12:12:08 GMT-0500 (UTC−05:00);Sun Dec 07 2025 12:17:49 GMT-0500 (UTC−05:00);NSIA CAMEROUN;;;;;;
4928034c-9b4d-4954-bdec-ed21471088ab;df6d2c82-f638-461a-a140-eedcb1eacd46;AGROCHEMICAL;AUTRES COMMERCES DE GROS;;233423794/342 26 91;;;DOUALA;Avenue DEGAULE;;;Sun Dec 07 2025 12:12:08 GMT-0500 (UTC−05:00);Sun Dec 07 2025 12:17:49 GMT-0500 (UTC−05:00);AGROCHEM;;;;;;
062bbc7f-b1b8-4b8e-a573-756d92163238;df6d2c82-f638-461a-a140-eedcb1eacd46;SOCIETE CAMEROUNAISE DE GAZ LIQUEFIE ET DE PETROLE;AUTRES COMMERCES DE GROS;;3427249;;;DOUALA;PRINCE DES GALLES;;;Sun Dec 07 2025 12:12:08 GMT-0500 (UTC−05:00);Sun Dec 07 2025 12:17:49 GMT-0500 (UTC−05:00);CAMGAZ;;;;;;
62b626b5-217f-4fb6-b512-36468bcceacf;df6d2c82-f638-461a-a140-eedcb1eacd46;CAMEROON AIRLINES CORPORATION;AUTRES TRANSPORTS (AIR, EAU);;33422010/77117773;;;DOUALA;FACE LEGION GENDAMERIE;;;Sun Dec 07 2025 12:12:08 GMT-0500 (UTC−05:00);Sun Dec 07 2025 12:17:49 GMT-0500 (UTC−05:00);CAMAIRCO;;;;;;
093f76e1-4487-479b-b21d-820eccb3dbab;df6d2c82-f638-461a-a140-eedcb1eacd46;UNITED BANK FOR AFRICA;BANQUE;;33433364;;;DOUALA;BOULEVARD DE LA LIBERTE;;;Sun Dec 07 2025 12:12:08 GMT-0500 (UTC−05:00);Sun Dec 07 2025 12:17:49 GMT-0500 (UTC−05:00);UBA;;;;;;
66295bad-77e4-4290-80f7-6f1a8bd3a7c3;df6d2c82-f638-461a-a140-eedcb1eacd46;DJEMO BTP SARL;BATIMENT ET TRAVAUX PUBLICS;;22018611/696871875;;;YAOUNDE;Mont�e Anne rouge;;;Sun Dec 07 2025 12:12:08 GMT-0500 (UTC−05:00);Sun Dec 07 2025 12:17:49 GMT-0500 (UTC−05:00);DJEMO BTP;;;;;;
3be380f6-739f-4cc4-9065-59b48bb4033d;df6d2c82-f638-461a-a140-eedcb1eacd46;GEYSER SA SUCCURSALE;BATIMENT ET TRAVAUX PUBLICS;;;;;ND;GAROUA;;;Sun Dec 07 2025 12:12:08 GMT-0500 (UTC−05:00);Sun Dec 07 2025 12:17:49 GMT-0500 (UTC−05:00);GEYSER;;;;;;
a43d4fcf-3914-45b3-8fe1-ecb7ed6b4e1c;df6d2c82-f638-461a-a140-eedcb1eacd46;MNO VERVAT B.V CAMEROUN;BATIMENT ET TRAVAUX PUBLICS;;22315275;;;YAOUNDE;MARCHE /BUNS;;;Sun Dec 07 2025 12:12:08 GMT-0500 (UTC−05:00);Sun Dec 07 2025 12:17:49 GMT-0500 (UTC−05:00);MNO VERVAT;;;;;;
e5b0ac90-18a9-46e8-b923-57446cf12d25;df6d2c82-f638-461a-a140-eedcb1eacd46;PIZZAROTI BRANCH  CAMEROON;BATIMENT ET TRAVAUX PUBLICS;;699967996/690444442;;;ND;FACE MATAMFEN;;;Sun Dec 07 2025 12:12:08 GMT-0500 (UTC−05:00);Sun Dec 07 2025 12:17:49 GMT-0500 (UTC−05:00);PIZZAROTI BRANCH CAMEROON;;;;;;
d77bd569-7d10-459e-ae0c-cdf14542a62f;df6d2c82-f638-461a-a140-eedcb1eacd46;ARAB CONTRACTORS CAMEROUN;BATIMENTS ET TP;;96376159/96496664;;;YAOUNDE;BASTOS;;;Sun Dec 07 2025 12:12:08 GMT-0500 (UTC−05:00);Sun Dec 07 2025 12:17:49 GMT-0500 (UTC−05:00);ARAB CONTRACTORS;;;;;;
aed1961f-da03-4af9-86d5-72c3ac69dd8d;df6d2c82-f638-461a-a140-eedcb1eacd46;CHINA ROAD AND BRIDGE CORPORATION;BATIMENTS ET TRAVAUX PUBLICS;;33376318;;;DOUALA;JAPOMA;;;Sun Dec 07 2025 12:12:08 GMT-0500 (UTC−05:00);Sun Dec 07 2025 12:17:49 GMT-0500 (UTC−05:00);CRBC CO;;;;;;
d28e5324-2937-452b-b217-a1314ac0f3da;df6d2c82-f638-461a-a140-eedcb1eacd46;JIANTSU TRANSPORTATION ENG GROUP CAM;BATIMENTS ET TRAVAUX PUBLICS;;70087715;;;DOUALA;Apr�s Total Mbanga Pongo;;;Sun Dec 07 2025 12:12:08 GMT-0500 (UTC−05:00);Sun Dec 07 2025 12:17:49 GMT-0500 (UTC−05:00);JTEGC;;;;;;
5cfaf584-08cd-4d71-bd37-5fce0640e59d;df6d2c82-f638-461a-a140-eedcb1eacd46;PARLITE FOODS SARL;BISCUITERIE;;77547553;;;DOUALA;NGODI BAKOKO;;;Sun Dec 07 2025 12:12:08 GMT-0500 (UTC−05:00);Sun Dec 07 2025 12:17:49 GMT-0500 (UTC−05:00);PARLITE FOODS;;;;;;
98654481-7b99-4b19-a9d6-2a3c092f5a27;df6d2c82-f638-461a-a140-eedcb1eacd46;BOULANGERIE ACROPOLE;BOULAGERIE-PATISSERIE-ALIMENTATION;;22230693;;;YAOUNDE;ANCIENNE GARE ROUTIERE;;;Sun Dec 07 2025 12:12:08 GMT-0500 (UTC−05:00);Sun Dec 07 2025 12:17:49 GMT-0500 (UTC−05:00);ACROPOLE;;;;;;
838ff12c-58e3-4071-a462-0f4319b865fc;df6d2c82-f638-461a-a140-eedcb1eacd46;GUINNESS CAMEROUN SA;BRASSEUR;;3401319;;;DOUALA;DOUALA;;;Sun Dec 07 2025 12:12:08 GMT-0500 (UTC−05:00);Sun Dec 07 2025 12:17:49 GMT-0500 (UTC−05:00);GCSA;;;;;;
c72137e7-b6f8-42b2-a8ea-c6bbefc39162;df6d2c82-f638-461a-a140-eedcb1eacd46;SOCIETE ANONYME DES BRASSERIES DU CAMEROUN;BRASSEUR;;3429133;;;DOUALA;RUE PRINCE BELL;;;Sun Dec 07 2025 12:12:08 GMT-0500 (UTC−05:00);Sun Dec 07 2025 12:17:49 GMT-0500 (UTC−05:00);SABC;;;;;;
9db5b21a-d567-4d7d-a6cc-1f3305288c39;df6d2c82-f638-461a-a140-eedcb1eacd46;BATI SERVICE;BTP;;3421169;;;DOUALA;Avenue DEGAULE;;;Sun Dec 07 2025 12:12:08 GMT-0500 (UTC−05:00);Sun Dec 07 2025 12:17:49 GMT-0500 (UTC−05:00);BATI SERVICE;;;;;;
1dc04d79-426e-4552-a75f-913b2b801fc3;df6d2c82-f638-461a-a140-eedcb1eacd46;BUNS SARL;BTP;;2306881;;;YAOUNDE;MARCHE;;;Sun Dec 07 2025 12:12:08 GMT-0500 (UTC−05:00);Sun Dec 07 2025 12:17:49 GMT-0500 (UTC−05:00);BUNS;;;;;;
2b344d3b-fd97-45b2-8eff-33a8254f4686;df6d2c82-f638-461a-a140-eedcb1eacd46;CHINA INTER WATER & ELECTRIC CORPORATION;BTP;;76352006;;;DOUALA;Brasserie;;;Sun Dec 07 2025 12:12:08 GMT-0500 (UTC−05:00);Sun Dec 07 2025 12:17:49 GMT-0500 (UTC−05:00);CWE;;;;;;
3a6852ac-1317-4fe1-bd2a-a2258cc21051;df6d2c82-f638-461a-a140-eedcb1eacd46;SOGEA SATOM CAMEROUN;BTP;;220 18 89/220 27 53;;;YAOUNDE;vers coll�ge st MICHEL;;;Sun Dec 07 2025 12:12:08 GMT-0500 (UTC−05:00);Sun Dec 07 2025 12:17:49 GMT-0500 (UTC−05:00);SOGEA SATOM CAMEROUN;;;;;;
696b1d42-7779-46cd-be38-22ec317434b4;df6d2c82-f638-461a-a140-eedcb1eacd46;ALLIANCES CONSTRUCTION CAMEROUN S.A;BTP ET MAINTENANCE;;677828494;;;ND;YAOUNDE;;;Sun Dec 07 2025 12:12:08 GMT-0500 (UTC−05:00);Sun Dec 07 2025 12:17:49 GMT-0500 (UTC−05:00);ACC S.A;;;;;;
17cc1d8d-adf4-452f-bcf3-cf25c47d8be5;df6d2c82-f638-461a-a140-eedcb1eacd46;ANHUI SHUIAN CONSTRUCTION GROUP;BTP ET MAINTENANCE;;653958606;;;ND;CANAL MFOUNDI;;;Sun Dec 07 2025 12:12:08 GMT-0500 (UTC−05:00);Sun Dec 07 2025 12:17:49 GMT-0500 (UTC−05:00);ANHUI SHUIAN CONSTRUCTION;;;;;;
aec83abc-411e-40b8-9e10-3a739dc5397e;df6d2c82-f638-461a-a140-eedcb1eacd46;GROUPE DPE INTER;BTP ET MAINTENANCE;;22200181;;;YAOUNDE;RUE CEPER;;;Sun Dec 07 2025 12:12:08 GMT-0500 (UTC−05:00);Sun Dec 07 2025 12:17:49 GMT-0500 (UTC−05:00);GROUPE DPE INTER;;;;;;
d4e50441-f949-4d3f-aadc-e10342a711ed;df6d2c82-f638-461a-a140-eedcb1eacd46;KALFRELEC;BTP ET MAINTENANCE;;33430506/699918905/677148275;;;DOUALA;AVENUE JAMOT;;;Sun Dec 07 2025 12:12:08 GMT-0500 (UTC−05:00);Sun Dec 07 2025 12:17:49 GMT-0500 (UTC−05:00);KALFRELEC;;;;;;
c6ab00af-5178-4f35-a82b-fff83147ccb2;df6d2c82-f638-461a-a140-eedcb1eacd46;SEP RAZEL BEC/RAZEL CMR/FARMEX;BTP ET MAINTENANCE;;222220306;;;YAOUNDE;IM STAMATIADES;;;Sun Dec 07 2025 12:12:08 GMT-0500 (UTC−05:00);Sun Dec 07 2025 12:17:49 GMT-0500 (UTC−05:00);SEP RAZEL BEC/RAZEL CMR/F;;;;;;
e2e6065a-c539-4da9-ac73-e5a76e667a60;df6d2c82-f638-461a-a140-eedcb1eacd46;LOUIS BERGER;BUREAU D'ETUDE ET DE CONTROLE;;699964010;;;YAOUNDE;BASTOS;;;Sun Dec 07 2025 12:12:08 GMT-0500 (UTC−05:00);Sun Dec 07 2025 12:17:49 GMT-0500 (UTC−05:00);LOUIS BERGER;;;;;;
9883de32-c082-42f5-99c0-83f248b2166d;df6d2c82-f638-461a-a140-eedcb1eacd46;PRICE WATER HOUSE COOPERS SARL;CABINET D'ETUDE ET D'AUDIT;;3432443;;;DOUALA;Rue Christian Tobie Kouoh;;;Sun Dec 07 2025 12:12:08 GMT-0500 (UTC−05:00);Sun Dec 07 2025 12:17:49 GMT-0500 (UTC−05:00);PRICE WATER HOUSE COOPERS;;;;;;
c9c82aa8-0a49-4995-b087-28c566e592bf;df6d2c82-f638-461a-a140-eedcb1eacd46;CHOCOLATERIE CONFISERIE CAMEROUNAISE;CHOCOLATERIE;;3376680;;;DOUALA;MONTEE COLLEGE CHEVREUIL-ST MICHEL;;;Sun Dec 07 2025 12:12:08 GMT-0500 (UTC−05:00);Sun Dec 07 2025 12:17:49 GMT-0500 (UTC−05:00);CHOCOCAM;;;;;;
da1532fd-1bbd-49c7-b5fa-6609dd7e64aa;df6d2c82-f638-461a-a140-eedcb1eacd46;B2B CAMEROUN SARL;COMMERCE;;699793563;;;YAOUNDE;Vers Julie Voyage;;;Sun Dec 07 2025 12:12:08 GMT-0500 (UTC−05:00);Sun Dec 07 2025 12:17:49 GMT-0500 (UTC−05:00);B2B CAMEROUN SARL;;;;;;
c5731592-725d-4819-8d64-0466e68461e0;df6d2c82-f638-461a-a140-eedcb1eacd46;FAKOCO SARL;COMMERCE;;360 64 82;;;DOUALA;Zone Portuaire;;;Sun Dec 07 2025 12:12:08 GMT-0500 (UTC−05:00);Sun Dec 07 2025 12:17:49 GMT-0500 (UTC−05:00);FAKOCO SARL;;;;;;
1bef3b0a-96e7-401e-b971-b92d948b153c;df6d2c82-f638-461a-a140-eedcb1eacd46;SOCIETE COMMERCIALE SUPERS BAZARS;COMMERCE;;222235259;;;YAOUNDE;Pr�s de NIKI;;;Sun Dec 07 2025 12:12:08 GMT-0500 (UTC−05:00);Sun Dec 07 2025 12:17:49 GMT-0500 (UTC−05:00);SOCSUBA;;;;;;
2edbeea6-a63d-4302-840d-ed902efd4261;df6d2c82-f638-461a-a140-eedcb1eacd46;TRACTAFRIC EQUIPMENT CAMEROUN;COMMERCE;;33379083/33374525;;;DOUALA;BLVD LIBERTE;;;Sun Dec 07 2025 12:12:08 GMT-0500 (UTC−05:00);Sun Dec 07 2025 12:17:49 GMT-0500 (UTC−05:00);TRACTAFRIC EQUIPMENT;;;;;;
c976ad91-0f83-4ae3-9b90-f54d9ece2552;df6d2c82-f638-461a-a140-eedcb1eacd46;UNION TRADING INTERNATIONAL;COMMERCE;;3470482;;;DOUALA;YASSA;;;Sun Dec 07 2025 12:12:08 GMT-0500 (UTC−05:00);Sun Dec 07 2025 12:17:49 GMT-0500 (UTC−05:00);UTI;;;;;;
30506aee-5440-423c-9422-59d74b83e374;df6d2c82-f638-461a-a140-eedcb1eacd46;YAYA S.A;COMMERCE DE DETAIL (SAUF AUTOMOBILES ET;;699933386;;;MAROUA;MARCHE CENTRAL;;;Sun Dec 07 2025 12:12:08 GMT-0500 (UTC−05:00);Sun Dec 07 2025 12:17:49 GMT-0500 (UTC−05:00);YAYA;;;;;;
56c919f9-ca4f-441e-a842-59cbd802f648;df6d2c82-f638-461a-a140-eedcb1eacd46;INTERFACE;COMMERCE DE GROS ET DE DETAIL;;33425716;;;DOUALA;MOBIL;;;Sun Dec 07 2025 12:12:08 GMT-0500 (UTC−05:00);Sun Dec 07 2025 12:17:49 GMT-0500 (UTC−05:00);INTERFACE;;;;;;
2b67a640-baea-4e19-8ef2-8b6b379cfb58;df6d2c82-f638-461a-a140-eedcb1eacd46;LA CAMEROUNAISE D'IMPORTATION;COMMERCE DE GROS ET DE DETAIL;;33439154;;;DOUALA;RUE JOFFRE AKWA;;;Sun Dec 07 2025 12:12:08 GMT-0500 (UTC−05:00);Sun Dec 07 2025 12:17:49 GMT-0500 (UTC−05:00);LCI ORCA;;;;;;
73a25ee4-05b2-4c39-9b98-ddc385cb09ee;df6d2c82-f638-461a-a140-eedcb1eacd46;NEALIKO;COMMERCE DE GROS ET DE DETAIL;;33411343;;;TIKO;TIKO;;;Sun Dec 07 2025 12:12:08 GMT-0500 (UTC−05:00);Sun Dec 07 2025 12:17:49 GMT-0500 (UTC−05:00);NEALIKO;;;;;;
cf956597-1a1e-4dc7-9bd7-edcde0c50943;df6d2c82-f638-461a-a140-eedcb1eacd46;SOCIETE BELGE-CAMEROUN;COMMERCE DE GROS ET DE DETAIL;;33393719;;;DOUALA;BONABERI;;;Sun Dec 07 2025 12:12:08 GMT-0500 (UTC−05:00);Sun Dec 07 2025 12:17:49 GMT-0500 (UTC−05:00);BELGOCAM;;;;;;
91014511-0ffa-4a7c-b3d2-c9c9d12e7890;df6d2c82-f638-461a-a140-eedcb1eacd46;SOCIETE DE COMMERCE DES PRODUITS ALIMENTAIRES;COMMERCE DE GROS ET DE DETAIL;;33445136;;;BAFOUSSAM;SOCOPRAL;;;Sun Dec 07 2025 12:12:08 GMT-0500 (UTC−05:00);Sun Dec 07 2025 12:17:49 GMT-0500 (UTC−05:00);SOCOPRAL;;;;;;
9200b7b7-9d3f-463a-a703-9540d5b73818;df6d2c82-f638-461a-a140-eedcb1eacd46;SOCIETE HENRI ET FRERES;COMMERCE DE GROS ET DE DETAIL;;99637177;;;YAOUNDE;MARCHE CENTRAL, cot� royal hotel;;;Sun Dec 07 2025 12:12:08 GMT-0500 (UTC−05:00);Sun Dec 07 2025 12:17:49 GMT-0500 (UTC−05:00);HENRI ET FRERES;;;;;;
6434a450-a5a0-4229-9b27-2616f34c5188;df6d2c82-f638-461a-a140-eedcb1eacd46;SOCIETE MIRA S.A;COMMERCE DE GROS ET DE DETAIL;;677661111;;;DOUALA;Base navale;;;Sun Dec 07 2025 12:12:08 GMT-0500 (UTC−05:00);Sun Dec 07 2025 12:17:49 GMT-0500 (UTC−05:00);MIRA;;;;;;
aac4a908-fef1-4f60-ad9f-e652bb266838;df6d2c82-f638-461a-a140-eedcb1eacd46;STE DE NEGOCE ET DE COMMERCE;COMMERCE DE GROS ET DE DETAIL;;;;;ND;MARCHE;;;Sun Dec 07 2025 12:12:08 GMT-0500 (UTC−05:00);Sun Dec 07 2025 12:17:49 GMT-0500 (UTC−05:00);SONECOMX;;;;;;
909d503f-d823-4f35-93bc-b44c79eba3ce;df6d2c82-f638-461a-a140-eedcb1eacd46;AFCOTT CAMEROON SARL;COMMERCE D'ENGRAIS;;22272727;;;GAROUA;EN FACE MARCHE POISSON;;;Sun Dec 07 2025 12:12:08 GMT-0500 (UTC−05:00);Sun Dec 07 2025 12:17:49 GMT-0500 (UTC−05:00);AFCOTT CAM SARL;;;;;;
67d40ec3-cf70-42ca-8227-b06af467681e;df6d2c82-f638-461a-a140-eedcb1eacd46;AGRIEX CAMEROON;COMMERCE ET DISTRIBUTION;;98003135;;;DOUALA;BONAPRISO;;;Sun Dec 07 2025 12:12:08 GMT-0500 (UTC−05:00);Sun Dec 07 2025 12:17:49 GMT-0500 (UTC−05:00);AGRIEX CAMEROON;;;;;;
0997a9ef-7305-4795-8551-e748ced56bc9;df6d2c82-f638-461a-a140-eedcb1eacd46;SOCIETE NOUVELLE DE DISTRIBUTION;COMMERCE ET DISTRIBUTION;;233370858;;;DOUALA;ANCIEN CINEMA;;;Sun Dec 07 2025 12:12:08 GMT-0500 (UTC−05:00);Sun Dec 07 2025 12:17:49 GMT-0500 (UTC−05:00);SONODI  SARL;;;;;;
03edc147-05db-4809-849c-b3a4ff583224;df6d2c82-f638-461a-a140-eedcb1eacd46;SOCIETE L'ATRIUM;COMMERCE ET IMPORTATION DES MARCHANDISES;;33034440;;;ND;VALLEE BONANJO;;;Sun Dec 07 2025 12:12:08 GMT-0500 (UTC−05:00);Sun Dec 07 2025 12:17:49 GMT-0500 (UTC−05:00);L'ATRIUM;;;;;;
1e8d4bfb-94c9-4533-a3da-2f96ec3b854d;df6d2c82-f638-461a-a140-eedcb1eacd46;SOCIETE SONAM CAMEROUN;COMMERCE ET IMPORTATION DES MARCHANDISES;;233413150;;;DOUALA;ROND POINT;;;Sun Dec 07 2025 12:12:08 GMT-0500 (UTC−05:00);Sun Dec 07 2025 12:17:49 GMT-0500 (UTC−05:00);SONAM;;;;;;
12b9d258-1d2e-43a2-bad9-016e77e197c0;df6d2c82-f638-461a-a140-eedcb1eacd46;ARNO;COMMERCE GENERAL;;3420428;;;DOUALA;DOUALA;;;Sun Dec 07 2025 12:12:08 GMT-0500 (UTC−05:00);Sun Dec 07 2025 12:17:49 GMT-0500 (UTC−05:00);ARNO;;;;;;
5a238f92-a1b5-4f09-b66b-56b346c7d99b;df6d2c82-f638-461a-a140-eedcb1eacd46;FOKOU FOBERD;COMMERCE GENERAL;;2231117;;;YAOUNDE;ELIG-EFFA;;;Sun Dec 07 2025 12:12:08 GMT-0500 (UTC−05:00);Sun Dec 07 2025 12:17:49 GMT-0500 (UTC−05:00);FOKOU FOBERD;;;;;;
3967a5bf-42a5-4671-b912-b271a5173c59;df6d2c82-f638-461a-a140-eedcb1eacd46;JACKEN SARL;COMMERCE GENERAL;;33422784;;;DOUALA;MARCHE MBOPI;;;Sun Dec 07 2025 12:12:08 GMT-0500 (UTC−05:00);Sun Dec 07 2025 12:17:49 GMT-0500 (UTC−05:00);JACKEN;;;;;;
03d39435-2440-4a89-8858-445e14a3800a;df6d2c82-f638-461a-a140-eedcb1eacd46;JACO SA;COMMERCE GENERAL;;2231624;;;YAOUNDE;Cot� ancien FONADER;;;Sun Dec 07 2025 12:12:08 GMT-0500 (UTC−05:00);Sun Dec 07 2025 12:17:49 GMT-0500 (UTC−05:00);JACO SA;;;;;;
c13fedfa-16fe-4bc4-ba88-9f5995e79135;df6d2c82-f638-461a-a140-eedcb1eacd46;RIMEX SARL;COMMERCE GENERAL;;33392969;;;DOUALA;Boulevard LECLERC;;;Sun Dec 07 2025 12:12:08 GMT-0500 (UTC−05:00);Sun Dec 07 2025 12:17:49 GMT-0500 (UTC−05:00);RIMEX SARL;;;;;;
ab8dfd98-b1dc-4470-941f-c34cb60183e3;df6d2c82-f638-461a-a140-eedcb1eacd46;SADOU HOLDING;COMMERCE GENERAL;;99177259/222188898;;;MAROUA;MARCHE CENTRAL;;;Sun Dec 07 2025 12:12:08 GMT-0500 (UTC−05:00);Sun Dec 07 2025 12:17:49 GMT-0500 (UTC−05:00);SADOU HOLDING;;;;;;
ba872b1e-00ba-4ded-b6ed-2a5e08ebb71f;df6d2c82-f638-461a-a140-eedcb1eacd46;SOCIETE DE VENTE DES PRODUITS ALIMENTAIRES DU CAMEROUN;COMMERCE GENERAL;;33425345;;;DOUALA;MBOPPI;;;Sun Dec 07 2025 12:12:08 GMT-0500 (UTC−05:00);Sun Dec 07 2025 12:17:49 GMT-0500 (UTC−05:00);SOVEPAC;;;;;;
